id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
45581046,Cozy Stay in Trendy Neighborhood,14202488,Erika,,Five Points,39.76218,-104.9858,Entire home/apt,131,29,15,2021-09-30,1.03,1,0,6,
45581133,Denver Den for 10 - Dogs Stay Free,52035526,Liz,,West Highland,39.76208,-105.05276,Entire home/apt,436,3,45,2021-12-27,3.65,1,175,44,
45584495,"Cozy and Cute, front half of duplex.",2882621,Chris,,Northeast Park Hill,39.76597,-104.92718,Entire home/apt,80,29,2,2021-08-01,0.26,1,26,2,
45594875,Long-Term Room Rental - Hypoallergenic Friendly,6602610,Andrea,,Harvey Park South,39.66568,-105.03183,Private room,37,30,5,2021-08-01,0.35,1,238,3,
45597610,Highlands Brick Bungalow Suite,283022459,Elizabeth,,West Highland,39.75972,-105.03628,Entire home/apt,78,1,49,2021-12-12,3.27,2,177,46,2021-BFN-0000009
45618078,"Private apartment centrally located, 94 Walk Score",9560911,Beau,,North Capitol Hill,39.74303,-104.97939,Entire home/apt,109,2,63,2021-12-21,6.06,1,131,63,2020-BFN-0005123
45619311,4 Story Townhome w/ Rooftop City Views,125237810,Livia,,Lincoln Park,39.73211,-105.00452,Entire home/apt,170,29,3,2021-11-01,0.22,1,252,2,
45637754,Lovely sunlit apt on tree lined street! VI,193108199,Amy,,Cheesman Park,39.73482,-104.97134,Entire home/apt,135,30,5,2021-11-24,0.36,9,89,4,
45644999,Gorgeous townhouse-  heart of Cherry Creek!,136395587,Julia,,Cherry Creek,39.71284,-104.9433,Entire home/apt,125,3,10,2021-06-30,0.68,1,0,5,2021-BFN-0000325
45653210,Broadway Champagne,270403191,Carl,,Baker,39.72026,-104.99681,Entire home/apt,91,29,7,2021-10-31,0.49,1,64,5,465907-070052
45673607,Historic Home with Modern Amenities,19198280,Ben,,Baker,39.71846,-104.98994,Entire home/apt,200,29,3,2021-02-21,0.21,1,85,1,2020-BFN-0005722
45684967,Denver Corner Casa,70014396,Sineah,,North Park Hill,39.75394,-104.91552,Entire home/apt,338,29,41,2021-11-19,2.77,1,176,34,2021-BFN-0009036
45688097,Cozy RiNo Guesthouse Close To Everything,260678363,Madyson,,Cole,39.76542,-104.97186,Entire home/apt,90,1,82,2021-12-05,5.45,3,162,71,2020-BFN-0004864
45689124,Ideally Located Downtown Studio w/ Mountain Views,13738836,Nicholas,,CBD,39.74692,-104.99748,Entire home/apt,85,30,4,2021-07-30,0.34,1,330,4,
45691285,"138 W 2nd Ave Denver 2nd Floor Apt, 30 Day Minimum",100182237,John,,Baker,39.72013,-104.98908,Entire home/apt,55,30,3,2021-12-01,0.21,3,182,2,
45700921,Luxe Private Studio Near Downtown Denver! CDC Safe,181205324,Plushy,,Globeville,39.77103,-104.99734,Entire home/apt,81,2,43,2021-12-14,2.90,3,335,35,2020-BFN-0000873
45702292,Perry Street Oasis -- One Block to Sloan's Lake,370338467,Nicole,,West Colfax,39.74295,-105.03819,Entire home/apt,175,29,5,2021-01-25,0.38,1,0,3,2021-BFN-0000328
45710801,Brand new Sloan's Lake townhome with rooftop views,8915997,Raksha,,West Colfax,39.74422,-105.03217,Entire home/apt,135,2,4,2021-11-28,0.34,1,1,4,2020-BFN-0005289
45711737,Sunny and cozy bedroom in the center of Denver.,273432981,Anastasia,,Virginia Village,39.68194,-104.91212,Private room,60,29,20,2021-05-02,1.37,1,75,3,
45720276,🧳WANDERLUST Sloan’s Lake Park Getaway House patio🥶,9691307,Gretchen & Jim,,West Highland,39.76196,-105.04902,Entire home/apt,188,1,53,2021-12-19,3.61,15,361,45,2020-BFN-0000969
45724176,"Private, Cozy and Quiet in the♥of Capital Hill",8514755,Brandon,,Capitol Hill,39.72851,-104.97621,Entire home/apt,167,1,121,2021-12-28,8.08,1,84,97,2020-BFN-0003943
45725617,🧳WANDERLUST Washington Park Getaway parking yard🥶🐶,9691307,Gretchen & Jim,,Washington Park West,39.7028,-104.97538,Entire home/apt,313,30,4,2021-12-19,0.42,15,170,4,
45734227,Modern Studio Steps from Tennyson Street,43977375,Meghan,,Berkeley,39.77106,-105.04403,Entire home/apt,112,2,61,2021-12-05,4.09,1,362,53,2020-BFN-0007129
45741274,Modern 2BR Guest Apt in Denver Art District,362187052,Evan & Joe,,Baker,39.72377,-104.99626,Entire home/apt,146,3,61,2021-12-22,4.10,1,86,50,2020-BFN-0004432
45741745,Spacious & Sunny 2Br/2Ba in Baker!! (Unfurnished),18501125,Tara,,Baker,39.72071,-104.989,Entire home/apt,100,29,1,2020-11-29,0.08,1,226,0,
45750203,Live + Work + Stay + Easy  |  2BR in Denver,359071917,Raquel,,Lowry Field,39.72328,-104.87606,Entire home/apt,167,30,0,,,110,365,0,
45751275,Newly updated apartment in Cap Hill,16553414,Cody,,Capitol Hill,39.73574,-104.98489,Entire home/apt,125,30,9,2021-12-27,0.62,2,1,7,2020-BFN-0005742
45756783,Ballarat Chill Apartment In DTC With A Pool & Gym.,213457607,Borauzima,,Southmoor Park,39.63508,-104.91203,Private room,119,29,0,,,1,177,0,
45767042,Home Close to Everything: City Views+Mnt Getaways!,15910418,Andrea,,Villa Park,39.729614,-105.026634,Entire home/apt,180,2,38,2021-12-12,2.73,1,51,33,2020-BFN-0006361
45767206,"@Aloha Park Hill - 2-bedroom, 1-bath. Welcome!",370944955,Optima,,Northeast Park Hill,39.76331,-104.92224,Entire home/apt,100,30,4,2021-09-21,0.35,6,30,4,
45768649,Cozy Denver Home w/ Beautiful yard and front porch,161438461,Maya,,Berkeley,39.77346,-105.03792,Entire home/apt,75,29,9,2021-08-14,0.68,1,0,7,2020-BFN-0006195
45771015,Charming Baker Row House - 2 Miles from Downtown,229865390,Brian,,Baker,39.71719,-104.9939,Entire home/apt,116,30,8,2021-10-09,0.62,1,334,7,
45774339,Bright & Spacious Home in W. Highlands/Sloans Lake,17683421,David,,Sloan Lake,39.75246,-105.02605,Entire home/apt,176,30,5,2021-07-30,0.38,1,77,4,
45780717,Luxurious Uptown Denver Penthouse with City Views,371139938,Zach,,North Capitol Hill,39.74679,-104.97939,Entire home/apt,307,3,54,2021-12-12,3.69,1,262,44,2020-BFN-0005185
45782271,Casa Del Flora minutes from Downtown Denver,371095834,Mary,,Westwood,39.70681,-105.03429,Entire home/apt,89,29,22,2021-08-07,1.48,1,284,11,2021-BFN-0000378
45783182,Deluxe King Guest Room,360560535,Kathryn,,CBD,39.74792,-104.99283,Private room,150,1,136,2021-12-27,9.32,26,255,122,2003-BFN-1005964
45783268,Deluxe King Room at Boutique Hotel,360560535,Kathryn,,CBD,39.74765,-104.9929,Private room,134,1,115,2021-12-13,8.14,26,252,105,2003-BFN-1005964
45785332,Wash Park Caserio,334032158,Eric,,Washington Park West,39.69969,-104.97839,Entire home/apt,313,4,11,2021-11-27,1.07,1,171,11,2020-BFN-0005560
45787650,"Our home is warm. 3 min to Gaylord, 7 min to DIA",352372616,Dorothy,,Gateway - Green Valley Ranch,39.78537,-104.73561,Private room,100,1,1,2021-07-04,0.17,2,365,1,2021-BFN-0002536
45787990,Discounted this week! Newly updated stylish home!,302966573,Samuel,,North Park Hill,39.75737,-104.91675,Entire home/apt,240,2,16,2021-12-18,2.11,5,0,16,2021-BFN-0001597
45788985,Denver City House,7917646,Stephanie,,Globeville,39.77746,-104.98476,Entire home/apt,238,2,12,2021-11-28,0.86,1,6,9,2020-BFN-0005244
45803041,Escape to Denver King stile,370987920,Daniel,,East Colfax,39.73936,-104.89445,Private room,4500,29,1,2020-12-12,0.08,1,180,0,
45804782,"Sunny, Stylish North Denver Home Next to Downtown",10086231,Emily,,Jefferson Park,39.75708,-105.02367,Entire home/apt,172,1,21,2021-12-05,1.43,1,6,13,2020-BFN-0005222
45811642,Beautiful historical home on quiet leafy street!,18320139,Julie,,Cheesman Park,39.73036,-104.96915,Entire home/apt,150,29,0,,,1,212,0,
45817397,MILE HIGH AHHH RELAX!,371447266,Mervin,,North Park Hill,39.7612,-104.90536,Entire home/apt,189,2,53,2021-12-26,3.70,1,244,49,2020-BFN-0005186
45829216,Modern Sunny Private Congress Park 1BR,57943377,Kristy,,Congress Park,39.72807,-104.95995,Entire home/apt,168,2,22,2021-12-23,1.81,1,59,22,2020-BFN-0005069
45830309,★★★★★HIGHLAND HIDEOUT★★★★★ FULL Kitchen I PARKING,2619306,Zack,,Highland,39.76321,-105.02269,Entire home/apt,187,1,47,2021-11-15,3.33,25,0,33,2020-BFN-0005054
45847228,Serene Studio Retreat--home away from home!,20739244,Mark + Shahana,,Chaffee Park,39.79036,-105.02395,Entire home/apt,162,3,70,2021-11-08,5.20,2,362,63,2020-BFN-0005970
45849722,Union Station/LoDo Condo - Downtown Oasis,69123721,Heather,,Auraria,39.75077,-105.00456,Entire home/apt,155,29,1,2021-11-30,1,1,56,1,
45850391,Beautiful Brand New Ball Park Brick Townhome!,10557035,Jill,,Overland,39.6705,-104.99284,Entire home/apt,189,2,33,2021-12-19,2.30,2,333,32,2021-BFN-0002160
45859702,Art Filled Luxury Townhome near downtown,70737782,Lathan,,Baker,39.71904,-104.99609,Entire home/apt,387,1,5,2021-12-26,3.75,1,172,5,2021-BFN-0008502
45862989,Modern Luxury Home in the Heart of Denver,209410229,Erica,,Five Points,39.75666,-104.98654,Entire home/apt,594,1,48,2021-12-27,3.40,1,215,43,2020-BFN-0005272
45863602,"Modern, Spacious Townhouse Blocks from Downtown",24599187,Jeff,,Lincoln Park,39.73432,-105.00187,Entire home/apt,341,1,52,2021-12-23,4.79,1,217,52,2021-BFN-0000874
45864787,Warm & Cozy Half-Duplex Bungalow,83048466,Ashley,,Sunnyside,39.77013,-105.01937,Entire home/apt,238,1,29,2021-12-06,2.09,1,149,27,2020-BFN-0006992
45877458,Newly-renovated carriage house in heart of RiNo!,187875664,Jeanine,,Five Points,39.76018,-104.9798,Entire home/apt,184,1,95,2021-12-19,7.20,1,217,89,2020-BFN-0005322
45881671,Sunlit apartment on tree lined street VII,193108199,Amy,,Cheesman Park,39.73298,-104.97147,Entire home/apt,100,30,7,2021-10-22,0.69,9,23,7,
45882751,"Steps from RiNo, downtown with a roof deck!",12036106,Jay,,Five Points,39.75353,-104.97542,Entire home/apt,579,2,46,2021-12-13,3.20,2,168,42,2019-BFN-0004974
45883547,Downtown Designer House!,83939156,Graham,,Baker,39.72381,-104.99244,Entire home/apt,260,29,2,2021-01-01,0.14,2,0,1,2017-BFN-0000194
45884173,Spacious living area and room steps from RiNo,12036106,Jay,,Five Points,39.75353,-104.97747,Private room,139,29,2,2020-11-16,0.14,2,79,0,2019-BFN-0004974
45895701,Bright Spacious 2 Bedroom Apartment near City Park,162462178,Caroll,,Skyland,39.75877,-104.95974,Entire home/apt,507,3,11,2021-10-09,0.99,3,203,11,2020-BFN-0003970
45896152,"29+ Bright, clean, affordable apartment",167563754,Christine,,Montclair,39.73807,-104.91971,Entire home/apt,70,30,5,2021-11-06,0.40,1,208,4,
45897230,NEW! Modern Living in Mile High City w/ Pano Views,121718072,Evolve,,Highland,39.76437,-105.00902,Entire home/apt,303,3,21,2021-12-19,1.45,24,350,15,2020-BFN-0003979
45899564,Pristine 2BR Suite in an Amazing Location,372107522,Mike,,Regis,39.78406,-105.02913,Entire home/apt,63,1,38,2021-12-19,2.66,1,41,32,2020-BFN-0001576
45908426,Enjoy the Luxuries of Our Premier King Room,360560535,Kathryn,,CBD,39.74611,-104.99319,Private room,149,1,66,2021-12-12,5.41,26,290,66,2003-BFN-1005964
45913670,"Upper Unit w/ Treehouse in Backyard, King Beds",301714537,Jeff,,Hampden,39.66157,-104.9217,Entire home/apt,90,1,69,2021-11-15,4.76,9,174,50,
45914773,"21st century charm w/ modern updates, garage incl.",43967211,Stephanie,,Congress Park,39.736649,-104.957184,Entire home/apt,100,30,7,2021-11-21,0.52,1,84,6,
45923615,Stunning 2BR Suite w/Large Den & Private Entrance,372568158,Sydne,,Ruby Hill,39.68714,-105.02216,Entire home/apt,79,1,36,2021-12-29,2.60,1,207,32,2021-BFN-0000314
45924945,**❤️Denver Home Near DIA❤️**,70354485,Michelle,,Gateway - Green Valley Ranch,39.79321,-104.76886,Entire home/apt,189,2,53,2021-12-13,3.66,1,27,40,2021-BFN-0000186
45928225,Newly Renovated Historic Property Near Downtown,35922916,Evan,,West Highland,39.75869,-105.03015,Entire home/apt,150,30,1,2021-02-27,0.10,1,0,1,
45932312,Charming 3br City Carriage House,15941132,Tyler,,Speer,39.71306,-104.98274,Entire home/apt,287,3,18,2021-12-28,5.45,1,322,18,2021-BFN-0006547
45935645,Colorado Proud,112904801,Mara,,Congress Park,39.73248,-104.9552,Entire home/apt,220,2,56,2021-12-12,4.40,1,277,49,2020-BFN-0006744
45938192,The right place to stay,372414088,Yidnekachew,,Gateway - Green Valley Ranch,39.76982,-104.7591,Private room,120,29,0,,,1,179,0,
45986668,1 Bed - 1 Bath 5 Min From DT/RiNo/LoHi w/ Laundry!,340445453,Mountain And Beach Corporate,,Elyria Swansea,39.7758,-104.95729,Entire home/apt,100,29,1,2021-11-07,0.57,5,134,1,
45987327,Historic Townhome for rent in the heart of Denver,5439691,Kate,,North Capitol Hill,39.74333,-104.97351,Entire home/apt,118,4,4,2021-12-17,0.30,1,6,3,2021-BFN-0000456
45990760,Sweet Retreat in the Heart of Denver,372811069,Anya,,Washington Park West,39.70545,-104.98743,Private room,63,2,56,2021-12-28,4.23,1,106,53,2019-BFN-0010695
45996447,Beautiful Townhome in Optimal Location,163853595,Michelle,,Stapleton,39.7861,-104.89067,Entire home/apt,299,2,38,2021-12-12,2.87,1,36,35,2020-BFN-0007449
46006673,Conveniently located 2nd floor apartment VIII,193108199,Amy,,Cheesman Park,39.73279,-104.97267,Entire home/apt,124,30,4,2021-10-24,0.36,9,84,4,
46007471,3 Bed Long Term at The Coloradan - Must See!,745200,Susan,,Union Station,39.75415,-105.00068,Entire home/apt,220,90,0,,,6,364,0,
46009905,Downtown Denver-walking distance to all the action,372947178,David,,Lincoln Park,39.73739,-105.00216,Entire home/apt,210,29,2,2021-03-21,0.16,1,2,1,2020-BFN-0005505
46020513,Historic Row House | 5 Star Location | Fast Wifi,3529088,Joice,,Five Points,39.76127,-104.97701,Entire home/apt,127,1,67,2021-12-15,4.96,1,10,58,2020-BFN-0004982
46026944,Kasa | Walk to Bars & Restaurants in LoDo + Rooftop Deck | Union Station,379711454,Kasa,,Union Station,39.75646,-105.00305,Entire home/apt,165,2,23,2021-12-18,1.67,8,353,16,2020-BFN-0003065
46047848,"Private Home, Yard and Garage in Trendy District",13784247,Kathryn,,Cole,39.7668,-104.96343,Entire home/apt,152,30,11,2021-11-13,0.80,1,85,7,2020-BFN-0005136
46053330,30+ days Mid Century condo in the heart of Denver.,152507325,Veronica,,CBD,39.74657,-104.99585,Entire home/apt,130,30,6,2021-11-17,0.46,1,180,5,30 days minimum stay
46053516,Cheeseman Park - Historic home guest house,144701656,Kristin,,Cheesman Park,39.73851,-104.96171,Entire home/apt,105,1,6,2021-12-19,6,1,37,6,2021-BFN-0006050
46058269,Denver Apt,347036002,Malik,,Gateway - Green Valley Ranch,39.77628,-104.80107,Entire home/apt,600,29,0,,,1,0,0,
46071432,Private Apt Minutes from Downtown 2 Workspaces,7439581,Jennifer,,Sunnyside,39.77329,-105.01379,Entire home/apt,131,1,39,2021-11-27,3.58,1,362,39,2021-BFN-0000164
46071649,Rest easy and live life | Studio in Denver,359071917,Raquel,,University Park,39.67527,-104.95898,Entire home/apt,159,30,0,,,110,365,0,
46072622,"Heart of Denver! 
Spacious and Near City Park",143782575,Laura,,Congress Park,39.73227,-104.94575,Entire home/apt,68,29,16,2021-01-31,1.15,1,87,8,
46073526,Tailored Historic Curtis Park,7656786,Julia,,Five Points,39.75603,-104.97963,Entire home/apt,85,29,2,2021-08-07,0.32,2,282,2,
46081645,Beautiful Guest House in Hip Denver Neighborhood,373482356,Amanda,,Berkeley,39.77915,-105.03496,Entire home/apt,145,3,63,2021-12-29,4.61,1,77,58,2020-BFN-0004106
46085490,Live + Work + Stay + Easy | 2BR in Denver,359071917,Raquel,,Lowry Field,39.72328,-104.87606,Entire home/apt,158,30,0,,,110,365,0,
46087425,"Mid-Mod, Well Located Condo in Cheesman, Denver CO",78469637,Steven,,Congress Park,39.73701,-104.95856,Entire home/apt,90,29,3,2021-06-01,0.31,1,331,3,
46092308,"Private, Cozy Guest Room in Historic Home",373383839,Ryan,,Highland,39.76325,-105.01932,Private room,95,2,18,2021-10-31,2.38,2,264,18,2021-BFN-0008844
46102095,Charming and comfy 3BR apt in Denver Art District,90044514,Alek,,Lincoln Park,39.72764,-104.99915,Entire home/apt,122,29,6,2021-09-15,0.43,1,77,4,
46105669,Downtown central,67063415,V,,Union Station,39.75379,-104.99981,Entire home/apt,120,29,0,,,1,365,0,
46109491,"Family Friendly 
Luxury Home near Denver airport",338822088,Mimi,,Gateway - Green Valley Ranch,39.7946,-104.73767,Entire home/apt,220,30,3,2021-11-23,0.27,1,362,3,
46121557,Luxury Loft in Downtown Denver..The best location!,373780289,Claire,,Union Station,39.75541,-105.00375,Entire home/apt,146,30,0,,,1,60,0,
46122704,Unbeatable Mountain Views! Monthly rental only.,302966573,Samuel,,Berkeley,39.77688,-105.04285,Entire home/apt,169,30,89,2021-12-13,6.31,5,0,77,2020-BFN-0005161
46131449,*updated pictures on 11/11* 1 br 1 ba 670 sq ft,373839285,Kailey,,Kennedy,39.65884,-104.85176,Entire home/apt,80,29,0,,,1,179,0,
46136054,"Dreamy Denver Home, 5 minute walk to Wash Park",5364995,Niley,,Washington Park,39.70786,-104.96652,Entire home/apt,485,5,2,2021-07-11,0.17,1,2,2,2021-BFN-0000622
46137139,Private Studio in Cherry Creek minutes to downtown,204370893,Timothy,,Washington Virginia Vale,39.69832,-104.92674,Entire home/apt,88,1,69,2021-12-14,4.95,1,128,63,2021-BFN-0000098
46140661,Spacious Park Front Home - Wash Park - Tempurpedic,48154305,Brandon,,Washington Park West,39.70374,-104.97353,Entire home/apt,301,2,27,2021-07-22,2.03,3,7,23,2020-BFN-0001172
46155696,Victorian Charm Cap Hill Furnished Studio-Suite#22,83080215,Tony,,Cheesman Park,39.73905,-104.96435,Entire home/apt,92,2,30,2021-11-07,2.48,8,365,30,2017-BFN-0001771
46155726,Victorian Charm Cap Hill Furnished Studio-Suite#31,83080215,Tony,,Cheesman Park,39.73863,-104.96466,Entire home/apt,93,1,15,2021-11-14,1.19,8,364,14,2017-BFN-0001771
46156052,Beautiful Denver Townhome  - Heart of the city!,238770723,Rebecca,,North Capitol Hill,39.74474,-104.9789,Entire home/apt,145,1,64,2021-12-23,4.68,1,123,56,2020-BFN-0003643
46156938,Denver RiNo 1BD/1.5BA Corner Loft,186966466,Johnny & Carly,,Five Points,39.75988,-104.98808,Entire home/apt,148,29,23,2021-12-25,1.70,1,235,17,2020-BFN-0005319
46157277,Monthly Furnished Apt Few Blocks South Downtown,338377982,Anthony,,Baker,39.71356,-104.99022,Entire home/apt,59,29,4,2021-10-31,0.30,7,275,3,
46173360,"420 Inside | Self Check-In | Sauna, Game Room, Gym",23644492,Aaron,,Gateway - Green Valley Ranch,39.7966,-104.76327,Private room,99,1,80,2021-11-27,5.74,2,85,66,2021-BFN-0001533
46174482,Updated townhome in award winning Lowry!!,235004588,Mark,,Lowry Field,39.72052,-104.89144,Entire home/apt,110,30,3,2021-12-19,0.38,1,149,3,
46177666,Creative Sanctuary in Five Points Denver,26721139,Melanie Rose,,Five Points,39.75703,-104.97384,Entire home/apt,349,3,36,2021-12-12,2.63,1,0,34,2020-BFN-0005233
46190508,"Cozy Victoria, Sleeps 2",159515205,Holiday,,Cheesman Park,39.7387,-104.96434,Hotel room,132,1,1,2020-12-01,0.08,6,362,0,2017-BFN-0001771
46194324,Live + Work + Stay + Easy | 2BR in Denver,359071917,Raquel,,Lowry Field,39.72328,-104.87606,Entire home/apt,155,30,0,,,110,365,0,
46195949,"Fresh, Light-Filled Apt In Historic LoHi Landmark",373383839,Ryan,,Highland,39.76341,-105.01977,Entire home/apt,165,2,0,,,2,0,0,2021-BFN-0008844
46197752,Trendy 1bd Near RINO/Coors Field w/ Mountain Views,24126092,Tyler,,Five Points,39.75792,-104.98705,Entire home/apt,221,2,28,2021-12-18,2.11,1,91,23,2020-BFN-0004476
46201703,Loft style LoDo Condo/30 Day Rental,124857163,Ron And Stacy,,Union Station,39.74936,-105.00127,Entire home/apt,150,30,1,2021-02-17,0.09,1,0,1,
46216453,"NEW! Chic Denver Home w/ Deck+Grill, 5 Mi to Dtwn!",126644161,Evolve,,Rosedale,39.6772,-104.98336,Entire home/apt,96,30,5,2021-12-03,0.84,1,296,5,
46217796,Private 8-Person Room in Denver's Best Hostel,48873476,Hostel Fish,,Five Points,39.75364,-104.99271,Private room,314,1,0,,,23,170,0,2015-BFN-0001492
46218195,6-Person Private Room w/Amazing Bunks & Full Bar!,48873476,Hostel Fish,,Five Points,39.75373,-104.99148,Private room,254,1,1,2021-03-07,0.10,23,174,1,2015-BFN-0001492
46219074,Cozy bedroom (shared bath) in historic city home,12936597,Rachel,,Speer,39.71706,-104.97398,Private room,48,29,5,2021-08-16,0.37,2,39,3,2021-BFN-0001273
46260832,Denver Sunnyside Retreat 3B/3.5B,52702618,Connor,,Sunnyside,39.77214,-105.00945,Entire home/apt,600,3,6,2021-09-12,0.61,1,0,6,2020-BFN-0005713
46261989,"Cozy 1 BDRM, Walkable Neighborhood, Near Downtown",44393390,Tim,,Highland,39.76644,-105.0096,Entire home/apt,125,2,39,2021-12-16,3.06,2,163,36,2020-BFN-0004278
46262841,Adorable Suite w/ EVERYTHING near Denver!,188477823,Tony,,East Colfax,39.73341,-104.88963,Entire home/apt,73,1,43,2021-12-26,3.65,1,92,43,2021-BFN-0000284
46263199,Entire house in beautiful and safe neighborhood,23108551,Gabrielle,,University Hills,39.65377,-104.93184,Entire home/apt,197,1,28,2021-10-24,2.28,1,22,27,2020-BFN-0006606
46264706,Jeff Park/Lohi - Private entrance,2306853,Christina,,Jefferson Park,39.75426,-105.02036,Private room,82,1,47,2021-12-26,3.86,1,26,47,2020-BFN-0006406
46276109,Entire Hotel w/ Private Cocktail Bar & Restaurant,312409268,"Life House, Lower Highlands",,Highland,39.76816,-105.00475,Entire home/apt,3999,29,0,,,8,1,0,2019-BFN-0010649
46277896,Modern Studio In New Townhome w/ Private Entrance!,5804853,Natalie,,Globeville,39.77024,-104.9977,Entire home/apt,86,1,61,2021-12-19,4.95,1,325,60,2021-BFN-0002714
46281457,Beautifully furnished loft (available 1-1-22),17622086,Kent,,Union Station,39.75449,-104.9979,Entire home/apt,200,30,0,,,1,270,0,
46281674,Sloan Lake Bungalow Basement Suite,41909570,Brooke,,Sloan Lake,39.75542,-105.05046,Entire home/apt,98,30,30,2021-12-27,2.26,1,125,28,2020-BFN-0006995
46294297,Cozy Garden-Level Guest Suite,18753643,Eric,,Highland,39.76865,-105.01886,Entire home/apt,117,2,80,2021-12-20,6.15,1,333,74,2020-BFN-0005862
46294949,BRAND NEW suite w/full kitchen and full gym,15875244,Kim,,University Hills,39.6728,-104.9378,Entire home/apt,80,30,2,2021-08-31,0.24,1,271,2,2021-BFN-0001079
46319395,Modern unit in downtown Denver Art District,18877642,Lisa,,Lincoln Park,39.73159,-104.99713,Entire home/apt,151,1,99,2021-12-22,7.33,1,151,87,2020-BFN-0005841
46328168,**Elegant Home** With Movie Theatre & Gym Near DIA,368186144,Bre,,Gateway - Green Valley Ranch,39.78809,-104.73971,Entire home/apt,326,2,68,2021-12-27,4.93,2,285,51,2020-BFN-0004116
46330517,"Luxury 1 bedroom with views, amenities in Downtown",14686668,Julia,,CBD,39.74579,-104.99578,Entire home/apt,100,30,6,2021-10-09,0.52,2,5,6,
46331439,Cozy 2BR Guest Apartment in the Regis Neighborhood,8800161,Susan,,Regis,39.78425,-105.04352,Entire home/apt,125,2,40,2021-10-29,2.90,1,351,38,2020-BFN-0005552
46337394,Rest easy and live life | 1BR in Denver,359071917,Raquel,,University Park,39.67527,-104.95898,Entire home/apt,169,30,0,,,110,365,0,
46338893,Cozy Private Room in Mid-Century Modern Ranch,32288918,Daniel,,North Park Hill,39.76001,-104.91301,Private room,79,2,23,2021-10-17,1.75,1,170,21,2020-BFN-0007156
46382399,Grove St. Getaway; West Highlands Full Guest Suite,5320387,Chris,,West Highland,39.75864,-105.02809,Entire home/apt,105,6,7,2021-10-30,0.76,1,178,7,2021-BFN-0001157
46397438,Central Location D-town / RiNo / LoHi with Laundry,340445453,Mountain And Beach Corporate,,Elyria Swansea,39.77797,-104.96127,Entire home/apt,143,29,3,2021-12-20,0.74,5,104,3,
46403380,"A DTC Denver, 2 bed 2 bath, entire apartment",41194893,Scott,,Hampden South,39.63787,-104.90223,Entire home/apt,79,30,7,2021-11-25,0.58,2,271,7,
46416197,Modern Paradise in Denvers Best Neighborhood!,2600976,Nick,,Five Points,39.75299,-104.97754,Entire home/apt,839,2,19,2021-11-14,1.58,1,9,19,2020-BFN-0005151
46432724,Bright and sunny Denver Home for extended stays,229457399,Ericka,,Athmar Park,39.70475,-105.01649,Entire home/apt,245,10,2,2021-08-01,0.16,2,0,1,2020-BFN-0004218
46449513,Historical 3BR gem Apt  in LoHi near Downtown,158148369,Wayne,,Highland,39.76353,-105.0119,Private room,194,1,44,2021-12-06,3.38,1,122,41,2020-BFN-0005298
46464523,Hip in the Center of LOHI,125714032,Reggis,,Highland,39.76304,-105.00343,Entire home/apt,300,29,2,2021-05-26,0.23,1,90,2,
46464864,Upscale apartment home | 2BR in Denver,359071917,Raquel,,Civic Center,39.73048,-104.9904,Entire home/apt,226,30,0,,,110,365,0,
46464865,Upscale apartment home | 2BR in Denver,359071917,Raquel,,Civic Center,39.73048,-104.9904,Entire home/apt,233,30,0,,,110,365,0,
46464873,Upscale apartment home | 2BR in Denver,359071917,Raquel,,Civic Center,39.73048,-104.9904,Entire home/apt,310,30,0,,,110,365,0,
46464874,Upscale apartment home | 2BR in Denver,359071917,Raquel,,Civic Center,39.73048,-104.9904,Entire home/apt,400,30,0,,,110,365,0,
46467387,2 bedroom 2 bath apt - Green Valley Ranch,312145333,Jasmine,,DIA,39.7995,-104.77033,Entire home/apt,185,29,5,2021-01-25,0.38,1,89,2,
46469418,Entire private upstairs unit.,24626790,Ryan,,Regis,39.78538,-105.06193,Entire home/apt,85,30,0,,,2,365,0,
46470148,"Large, Victorian Home w/ Mother-in-Law Suite",260678363,Madyson,,Cole,39.76497,-104.97302,Entire home/apt,500,1,0,,,3,0,0,2020-BFN-0004864
46486696,Hip Farmhouse in RiNo,228639,Danny & Christy,,Five Points,39.76281,-104.97997,Entire home/apt,89,30,5,2021-11-01,0.41,3,87,5,
46487173,Updated Cap Hill Carriage House (Entire House),115443306,Eric,,Capitol Hill,39.7393,-104.97661,Entire home/apt,145,29,1,2021-11-08,0.58,1,0,1,
46491602,Rejuvenate in a Renovated Wash Park Garden House,25907590,Jennifer,,Washington Park,39.71085,-104.96791,Entire home/apt,113,3,27,2021-12-11,3.00,1,278,27,2021-BFN-0000931
46494697,Explore Denver From This Modern Farmhouse APT,26497911,Jordan,,Berkeley,39.7793,-105.04169,Entire home/apt,130,1,49,2021-12-28,3.89,1,23,44,2020-BFN-0006469
46508659,Tryout Denver! Fully Furnished 1 Bedroom w Garage,42339721,Joseph,,Highland,39.76537,-105.0009,Entire home/apt,100,30,3,2021-04-02,0.25,1,243,3,
46512020,Spacious Renovated Condo w/ Private Entrance! - D,356791420,Alex,,West Colfax,39.74076,-105.0385,Entire home/apt,122,1,31,2021-12-10,2.31,4,277,29,2020-BFN-0004500
